contest,candidate,name,votes
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Tina Veatch,JORDAN TRAILS,14
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Erik Gochnour,JORDAN TRAILS,9
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,LaShae Lee,BOSWORTH,44
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Tina Veatch,BOSWORTH,40
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Erik Gochnour,BOSWORTH,4
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,LaShae Lee,SANDMAN,43
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Tina Veatch,SANDMAN,41
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Erik Gochnour,SANDMAN,7
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,LaShae Lee,TRANGEN,44
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Tina Veatch,TRANGEN,53
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Erik Gochnour,TRANGEN,12
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,LaShae Lee,AIRPARK,28
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Tina Veatch,AIRPARK,38
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Erik Gochnour,AIRPARK,8
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,LaShae Lee,TREE FARM,54
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Tina Veatch,TREE FARM,41
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Erik Gochnour,TREE FARM,10
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,LaShae Lee,GLENMORE,38
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Tina Veatch,GLENMORE,29
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Erik Gochnour,GLENMORE,9
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,LaShae Lee,CANYON CREEK,29
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Tina Veatch,CANYON CREEK,18
GRANITE FALLS SCHOOL DISTRICT NO. 332 Director District 4,Erik Gochnour,CANYON CREEK,9
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BRIER 2,29
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BRIER 2,96
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BRIER 2,39
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BRIER 6,26
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BRIER 6,86
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BRIER 6,42
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 31,31
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 31,125
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 31,66
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 32,21
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 32,60
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 32,47
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 33,41
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 33,91
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 33,61
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 34,38
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 34,134
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 34,63
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 35,23
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 35,77
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 35,49
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 36,24
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 36,86
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 36,37
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 37,28
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 37,105
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 37,47
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 38,23
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 38,120
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 38,34
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 39,29
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 39,83
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 39,35
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 40,41
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 40,122
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 40,42
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 41,31
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 41,111
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 41,67
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 42,38
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 42,128
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 42,49
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 43,32
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 43,99
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 43,44
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 44,28
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 44,91
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 44,22
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 45,16
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 45,56
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 45,28
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 46,45
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 46,95
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 46,46
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 47,26
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 47,99
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 47,52
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOTHELL 48,19
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOTHELL 48,58
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOTHELL 48,41
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BEAR CREEK,35
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BEAR CREEK,69
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BEAR CREEK,15
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,NORTH CREEK,0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,NORTH CREEK,7
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,NORTH CREEK,4
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,LOCUST,26
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,LOCUST,91
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,LOCUST,33
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,MERIDIAN,31
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,MERIDIAN,87
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,MERIDIAN,44
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,ELWOOD,26
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,ELWOOD,82
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,ELWOOD,42
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,MINOR,34
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,MINOR,92
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,MINOR,64
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,ATLAS,31
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,ATLAS,118
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,ATLAS,56
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,WAXON,26
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,WAXON,92
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,WAXON,40
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,GRANNIS,34
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,GRANNIS,95
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,GRANNIS,53
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,WOODLAND,10
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,WOODLAND,42
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,WOODLAND,34
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,CREEK,21
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,CREEK,80
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,CREEK,56
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,CRYSTAL,21
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,CRYSTAL,97
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,CRYSTAL,36
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,THRASHERS,10
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,THRASHERS,26
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,THRASHERS,8
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,WELLINGTON,44
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,WELLINGTON,144
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,WELLINGTON,84
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,WITHERS(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,WITHERS(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,WITHERS(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,ECHO LAKE(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,ECHO LAKE(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,ECHO LAKE(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BOSTIAN,34
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BOSTIAN,65
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BOSTIAN,35
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,MAPLEWOOD,20
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,MAPLEWOOD,71
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,MAPLEWOOD,59
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,DAMSON,35
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,DAMSON,133
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,DAMSON,47
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,PARKSHORE,23
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,PARKSHORE,65
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,PARKSHORE,27
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,STAFFORD,18
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,STAFFORD,75
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,STAFFORD,41
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,FILBERT,27
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,FILBERT,113
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,FILBERT,35
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,KOKANEE,32
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,KOKANEE,78
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,KOKANEE,32
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,REDHAWK,23
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,REDHAWK,45
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,REDHAWK,15
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,WANDERING CREEK,40
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,WANDERING CREEK,97
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,WANDERING CREEK,44
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,KENNARD,23
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,KENNARD,69
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,KENNARD,23
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,GLENBAR,19
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,GLENBAR,72
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,GLENBAR,22
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,OLDMARK,17
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,OLDMARK,47
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,OLDMARK,51
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,KINGMAN,4
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,KINGMAN,70
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,KINGMAN,48
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,CRYSTAL CREEK,16
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,CRYSTAL CREEK,35
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,CRYSTAL CREEK,20
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,POPPY,24
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,POPPY,53
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,POPPY,11
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,BELLEMONT,30
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,BELLEMONT,85
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,BELLEMONT,61
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,JEWELL,13
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,JEWELL,79
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,JEWELL,55
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,NORTH GRIFFIS,15
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,NORTH GRIFFIS,71
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,NORTH GRIFFIS,21
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,PARKLANE,15
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,PARKLANE,68
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,PARKLANE,22
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,GRIMES,10
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,GRIMES,20
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,GRIMES,20
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Brian Travis,SINCLAIR,16
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Carson Sanderson,SINCLAIR,89
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 1,Arun Sharma,SINCLAIR,52
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BRIER 2,96
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BRIER 2,28
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BRIER 2,41
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BRIER 6,82
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BRIER 6,21
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BRIER 6,50
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 31,126
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 31,31
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 31,70
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 32,72
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 32,31
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 32,29
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 33,101
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 33,40
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 33,52
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 34,145
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 34,35
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 34,55
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 35,82
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 35,27
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 35,41
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 36,73
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 36,32
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 36,42
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 37,108
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 37,26
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 37,48
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 38,118
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 38,24
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 38,35
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 39,79
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 39,21
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 39,46
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 40,107
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 40,28
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 40,78
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 41,117
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 41,40
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 41,49
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 42,126
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 42,32
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 42,58
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 43,87
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 43,43
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 43,47
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 44,79
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 44,21
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 44,41
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 45,58
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 45,19
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 45,23
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 46,97
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 46,21
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 46,71
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 47,106
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 47,29
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 47,44
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BOTHELL 48,61
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BOTHELL 48,25
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BOTHELL 48,33
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,BEAR CREEK(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,BEAR CREEK(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,BEAR CREEK(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,NORTH CREEK(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,NORTH CREEK(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,NORTH CREEK(*),0
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,LOCUST,86
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sehaj Dhaliwal,LOCUST,26
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,JoAnn Tolentino,LOCUST,38
NORTHSHORE SCHOOL DISTRICT NO. 417 Director District No. 4,Sandy R Hayes,MERIDIAN,99
